#  Theoretical Giant Dipole Resonance parameters
#  Z   A El    Eta    E1     W1     E2     W2
#                   [MeV]  [MeV]  [MeV]  [MeV] 
#--------------------------------------------------
  57 175 La  1.143  12.71   3.13  14.36   4.60
  57 176 La  1.134  12.74   3.10  14.29   4.47
  57 177 La  1.102  13.74   4.50  13.74   4.50
  57 178 La  1.098  13.70   4.33  13.70   4.33
  57 179 La  1.012  13.67   4.37  13.67   4.37
  57 180 La  1.020  13.63   4.15  13.63   4.15
  57 181 La  1.000  13.60   4.00  13.60   4.00
  57 182 La  1.031  13.58   3.82  13.58   3.82
  57 183 La  1.000  13.54   3.70  13.54   3.70
  57 184 La  1.000  13.51   3.78  13.51   3.78
  58 117 Ce  1.457  12.25   3.12  17.35   6.40
  58 118 Ce  1.430  12.40   3.08  17.26   6.09
  58 119 Ce  1.430  12.38   3.05  17.23   6.00
  58 120 Ce  1.448  12.26   3.01  17.26   5.99
  58 121 Ce  1.424  12.38   3.04  17.17   5.95
  58 122 Ce  1.436  12.29   2.99  17.17   5.87
  58 123 Ce  1.399  12.50   3.08  17.04   5.91
  58 124 Ce  1.410  12.41   3.05  17.05   5.95
  58 125 Ce  1.384  12.55   3.10  16.94   5.92
  58 126 Ce  1.361  12.67   3.13  16.84   5.86
  58 127 Ce  1.361  12.65   3.14  16.81   5.92
  58 128 Ce  1.319  12.90   3.26  16.65   5.97
  58 129 Ce  1.295  13.04   3.31  16.54   5.98
  58 130 Ce  1.278  13.13   3.39  16.46   6.09
  58 131 Ce  1.241  13.36   3.63  16.30   6.47
  58 132 Ce  1.241  13.34   3.76  16.27   6.88
  58 133 Ce  1.206  13.57   3.87  16.12   6.84
  58 134 Ce  1.168  13.83   3.92  15.95   6.57
  58 135 Ce  1.161  13.85   3.73  15.89   5.98
  58 136 Ce  1.149  13.92   3.62  15.81   5.55
  58 137 Ce  1.122  14.10   3.56  15.68   5.20
  58 138 Ce  1.000  15.12   5.16  15.12   5.16
  58 139 Ce  1.000  15.09   4.79  15.09   4.79
  58 140 Ce  1.000  15.06   4.47  15.06   4.47
  58 141 Ce  1.103  15.03   4.47  15.03   4.47
  58 142 Ce  1.128  14.99   4.60  14.99   4.60
  58 143 Ce  1.140  13.79   3.45  15.55   5.08
  58 144 Ce  1.191  13.38   3.45  15.70   5.49
  58 145 Ce  1.198  13.30   3.62  15.69   6.04
  58 146 Ce  1.223  13.09   3.52  15.75   6.01
  58 147 Ce  1.263  12.78   3.30  15.85   5.66
  58 148 Ce  1.310  12.44   3.08  15.96   5.33
  58 149 Ce  1.342  12.21   2.96  16.02   5.20
  58 150 Ce  1.342  12.18   2.93  15.98   5.10
  58 151 Ce  1.375  11.96   2.83  16.04   5.03
  58 152 Ce  1.375  11.93   2.81  16.00   4.97
  58 153 Ce  1.385  11.84   2.79  16.00   4.97
  58 154 Ce  1.362  11.95   2.82  15.90   4.97
  58 155 Ce  1.372  11.87   2.79  15.89   4.96
  58 156 Ce  1.372  11.84   2.78  15.85   4.92
  58 157 Ce  1.372  11.81   2.77  15.82   4.89
  58 158 Ce  1.353  11.90   2.79  15.72   4.85
  58 159 Ce  1.363  11.81   2.77  15.71   4.89
  58 160 Ce  1.363  11.78   2.77  15.68   4.90
  58 161 Ce  1.337  11.91   2.81  15.56   4.88
  58 162 Ce  1.347  11.82   2.77  15.55   4.86
  58 163 Ce  1.373  11.64   2.74  15.59   4.93
  58 164 Ce  1.319  11.93   2.86  15.40   5.00
  58 165 Ce  1.319  11.90   2.88  15.36   5.07
  58 166 Ce  1.278  12.13   2.98  15.19   5.11
  58 167 Ce  1.265  12.17   3.01  15.11   5.16
  58 168 Ce  1.257  12.20   3.06  15.05   5.25
  58 169 Ce  1.235  12.31   3.15  14.94   5.38
  58 170 Ce  1.227  12.33   3.27  14.88   5.68
  58 171 Ce  1.215  12.38   3.30  14.80   5.70
  58 172 Ce  1.208  12.39   3.30  14.74   5.62
  58 173 Ce  1.208  12.36   3.16  14.70   5.23
  58 174 Ce  1.191  12.45   3.14  14.61   5.02
  58 175 Ce  1.184  12.46   3.10  14.55   4.85
  58 176 Ce  1.143  12.72   3.16  14.37   4.68
  58 177 Ce  1.160  12.56   3.10  14.40   4.64
  58 178 Ce  1.157  12.56   3.03  14.35   4.44
  58 179 Ce  1.098  13.72   4.38  13.72   4.38
  58 180 Ce  1.000  13.68   4.40  13.68   4.40
  58 181 Ce  1.016  13.64   4.17  13.64   4.17
  58 182 Ce  1.000  13.61   4.01  13.61   4.01
  58 183 Ce  1.031  13.57   3.83  13.57   3.83
  58 184 Ce  1.000  13.54   3.70  13.54   3.70
  58 185 Ce  1.000  13.50   3.78  13.50   3.78
  59 123 Pr  1.460  12.11   2.89  17.19   5.69
  59 124 Pr  1.399  12.46   3.03  16.99   5.77
  59 125 Pr  1.399  12.44   3.03  16.96   5.77
  59 126 Pr  1.399  12.42   3.03  16.94   5.78
  59 127 Pr  1.399  12.40   3.03  16.91   5.78
  59 128 Pr  1.384  12.48   3.06  16.84   5.82
  59 129 Pr  1.373  12.52   3.10  16.78   5.87
  59 130 Pr  1.333  12.75   3.19  16.62   5.89
  59 131 Pr  1.373  12.48   3.15  16.72   6.05
  59 132 Pr  1.363  12.52   3.22  16.66   6.22
  59 133 Pr  1.310  12.84   3.48  16.47   6.70
  59 134 Pr  1.223  13.42   3.86  16.14   6.94
  59 135 Pr  1.195  13.59   3.91  16.01   6.82
  59 136 Pr  1.189  13.62   3.76  15.96   6.33
  59 137 Pr  1.161  13.80   3.64  15.83   5.76
  59 138 Pr  1.128  14.03   3.59  15.67   5.32
  59 139 Pr  1.000  15.10   5.23  15.10   5.23
  59 140 Pr  1.000  15.07   4.84  15.07   4.84
  59 141 Pr  1.000  15.04   4.50  15.04   4.50
  59 142 Pr  1.108  15.00   4.54  15.00   4.54
  59 143 Pr  1.117  14.97   4.71  14.97   4.71
  59 144 Pr  1.140  13.77   3.50  15.53   5.23
  59 145 Pr  1.198  13.31   3.52  15.71   5.75
  59 146 Pr  1.216  13.15   3.60  15.73   6.11
  59 147 Pr  1.263  12.79   3.42  15.86   6.04
  59 148 Pr  1.310  12.45   3.13  15.97   5.50
  59 149 Pr  1.342  12.22   2.98  16.03   5.26
  59 150 Pr  1.364  12.06   2.89  16.06   5.11
  59 151 Pr  1.375  11.97   2.83  16.06   5.03
  59 152 Pr  1.375  11.95   2.82  16.02   4.98
  59 153 Pr  1.375  11.92   2.80  15.99   4.92
  59 154 Pr  1.385  11.83   2.77  15.98   4.91
  59 155 Pr  1.372  11.88   2.79  15.92   4.92
  59 156 Pr  1.372  11.86   2.78  15.88   4.90
  59 157 Pr  1.372  11.83   2.76  15.84   4.87
  59 158 Pr  1.372  11.80   2.75  15.80   4.84
  59 159 Pr  1.363  11.83   2.75  15.74   4.82
  59 160 Pr  1.363  11.80   2.75  15.71   4.84
  59 161 Pr  1.363  11.78   2.75  15.67   4.84
  59 162 Pr  1.373  11.69   2.72  15.66   4.83
  59 163 Pr  1.347  11.82   2.76  15.55   4.81
  59 164 Pr  1.373  11.63   2.72  15.59   4.86
  59 165 Pr  1.347  11.76   2.79  15.47   4.94
  59 166 Pr  1.333  11.81   2.83  15.40   5.04
  59 167 Pr  1.319  11.87   2.89  15.32   5.10
  59 168 Pr  1.286  12.04   2.96  15.18   5.15
  59 169 Pr  1.286  12.01   2.98  15.14   5.22
  59 170 Pr  1.257  12.17   3.09  15.02   5.35
  59 171 Pr  1.235  12.28   3.19  14.91   5.51
  59 172 Pr  1.215  12.38   3.32  14.80   5.76
  59 173 Pr  1.208  12.40   3.32  14.75   5.69
  59 174 Pr  1.190  12.48   3.22  14.65   5.27
  59 175 Pr  1.198  12.41   3.16  14.64   5.12
  59 176 Pr  1.171  12.56   3.12  14.51   4.82
  59 177 Pr  1.149  12.68   3.15  14.40   4.74
  59 178 Pr  1.195  12.33   3.03  14.52   4.69
  59 179 Pr  1.153  12.59   3.07  14.34   4.49
  59 180 Pr  1.150  12.58   3.00  14.30   4.32
  59 181 Pr  1.035  13.69   4.38  13.69   4.38
  59 182 Pr  1.000  13.66   4.23  13.66   4.23
  59 183 Pr  1.000  13.62   4.04  13.62   4.04
  59 184 Pr  1.031  13.59   3.86  13.59   3.86
  59 185 Pr  1.012  13.55   3.73  13.55   3.73
  59 186 Pr  1.000  13.52   3.81  13.52   3.81
  60 121 Nd  1.470  12.06   2.87  17.23   5.58
  60 122 Nd  1.448  12.18   2.90  17.15   5.61
  60 123 Nd  1.448  12.16   2.89  17.13   5.58
  60 124 Nd  1.436  12.22   2.90  17.07   5.55
  60 125 Nd  1.436  12.20   2.91  17.04   5.60
  60 126 Nd  1.436  12.18   2.91  17.02   5.62
  60 127 Nd  1.410  12.32   2.96  16.92   5.63
  60 128 Nd  1.410  12.30   2.96  16.89   5.63
  60 129 Nd  1.400  12.34   2.97  16.84   5.66
  60 130 Nd  1.384  12.42   3.02  16.76   5.70
  60 131 Nd  1.400  12.30   2.99  16.78   5.75
  60 132 Nd  1.384  12.38   3.06  16.71   5.87
  60 133 Nd  1.347  12.59   3.18  16.57   6.00
  60 134 Nd  1.347  12.57   3.25  16.54   6.24
  60 135 Nd  1.230  13.33   3.83  16.13   6.99
  60 136 Nd  1.206  13.48   3.88  16.01   6.89
  60 137 Nd  1.168  13.75   3.90  15.85   6.53
  60 138 Nd  1.161  13.77   3.70  15.79   5.91
  60 139 Nd  1.128  14.00   3.62  15.64   5.40
  60 140 Nd  1.000  15.07   5.27  15.07   5.27
  60 141 Nd  1.000  15.04   4.86  15.04   4.86
  60 142 Nd  1.000  15.01   4.52  15.01   4.52
  60 143 Nd  1.103  14.98   4.61  14.98   4.61
  60 144 Nd  1.117  14.95   4.78  14.95   4.78
  60 145 Nd  1.140  13.75   3.55  15.50   5.35
  60 146 Nd  1.191  13.33   3.63  15.65   5.98
  60 147 Nd  1.223  13.08   3.60  15.74   6.22
  60 148 Nd  1.263  12.77   3.35  15.84   5.82
  60 149 Nd  1.310  12.43   3.10  15.95   5.41
  60 150 Nd  1.342  12.21   2.96  16.01   5.18
  60 151 Nd  1.364  12.04   2.87  16.04   5.04
  60 152 Nd  1.375  11.96   2.81  16.04   4.95
  60 153 Nd  1.396  11.80   2.74  16.06   4.85
  60 154 Nd  1.385  11.85   2.75  16.00   4.85
  60 155 Nd  1.396  11.76   2.72  16.00   4.85
  60 156 Nd  1.396  11.73   2.71  15.97   4.80
  60 157 Nd  1.396  11.71   2.70  15.93   4.79
  60 158 Nd  1.372  11.82   2.74  15.83   4.79
  60 159 Nd  1.388  11.70   2.70  15.84   4.78
  60 160 Nd  1.363  11.82   2.73  15.73   4.75
  60 161 Nd  1.363  11.80   2.73  15.70   4.76
  60 162 Nd  1.373  11.71   2.70  15.69   4.75
  60 163 Nd  1.373  11.68   2.70  15.65   4.75
  60 164 Nd  1.373  11.66   2.69  15.62   4.74
  60 165 Nd  1.373  11.63   2.70  15.58   4.78
  60 166 Nd  1.347  11.76   2.77  15.47   4.87
  60 167 Nd  1.333  11.81   2.82  15.39   4.97
  60 168 Nd  1.319  11.86   2.87  15.32   5.05
  60 169 Nd  1.286  12.04   2.95  15.18   5.11
  60 170 Nd  1.286  12.01   2.96  15.14   5.17
  60 171 Nd  1.265  12.12   3.04  15.04   5.26
  60 172 Nd  1.235  12.28   3.16  14.91   5.42
  60 173 Nd  1.246  12.18   3.22  14.91   5.74
  60 174 Nd  1.215  12.35   3.30  14.77   5.70
  60 175 Nd  1.208  12.37   3.29  14.71   5.59
  60 176 Nd  1.198  12.41   3.19  14.64   5.22
  60 177 Nd  1.171  12.56   3.14  14.52   4.88
  60 178 Nd  1.198  12.35   3.11  14.58   4.96
  60 179 Nd  1.195  12.34   3.04  14.53   4.72
  60 180 Nd  1.153  12.59   3.08  14.35   4.52
  60 181 Nd  1.150  12.59   3.02  14.30   4.35
  60 182 Nd  1.000  13.70   4.47  13.70   4.47
  60 183 Nd  1.016  13.67   4.22  13.67   4.22
  60 184 Nd  1.000  13.63   4.06  13.63   4.06
  60 185 Nd  1.031  13.60   3.87  13.60   3.87
  60 186 Nd  1.000  13.56   3.74  13.56   3.74
  60 187 Nd  1.000  13.53   3.83  13.53   3.83
  61 128 Pm  1.421  12.21   2.92  16.90   5.62
  61 129 Pm  1.421  12.20   2.92  16.88   5.63
  61 130 Pm  1.421  12.18   2.93  16.85   5.68
  61 131 Pm  1.421  12.16   2.94  16.83   5.71
  61 132 Pm  1.400  12.27   2.98  16.74   5.71
  61 133 Pm  1.421  12.12   2.94  16.77   5.76
  61 134 Pm  1.421  12.10   2.97  16.75   5.89
  61 135 Pm  1.410  12.15   3.05  16.69   6.06
  61 136 Pm  1.384  12.29   3.25  16.58   6.64
  61 137 Pm  1.257  13.09   3.72  16.16   6.94
  61 138 Pm  1.177  13.64   3.92  15.84   6.73
  61 139 Pm  1.161  13.74   3.75  15.76   6.07
  61 140 Pm  1.149  13.81   3.62  15.69   5.59
  61 141 Pm  1.000  15.03   5.28  15.03   5.28
  61 142 Pm  1.000  15.01   4.87  15.01   4.87
  61 143 Pm  1.008  14.98   4.52  14.98   4.52
  61 144 Pm  1.048  14.95   4.76  14.95   4.76
  61 145 Pm  1.140  13.75   3.46  15.50   5.12
  61 146 Pm  1.166  13.53   3.54  15.57   5.53
  61 147 Pm  1.223  13.08   3.60  15.74   6.24
  61 148 Pm  1.263  12.78   3.46  15.85   6.16
  61 149 Pm  1.296  12.54   3.22  15.92   5.73
  61 150 Pm  1.296  12.51   3.14  15.89   5.47
  61 151 Pm  1.375  11.99   2.89  16.08   5.23
  61 152 Pm  1.396  11.84   2.81  16.11   5.07
  61 153 Pm  1.385  11.88   2.80  16.05   5.01
  61 154 Pm  1.385  11.86   2.78  16.02   4.95
  61 155 Pm  1.385  11.83   2.76  15.99   4.89
  61 156 Pm  1.419  11.61   2.68  16.05   4.85
  61 157 Pm  1.419  11.59   2.67  16.01   4.81
  61 158 Pm  1.419  11.56   2.66  15.98   4.80
  61 159 Pm  1.388  11.72   2.71  15.86   4.83
  61 160 Pm  1.388  11.69   2.70  15.83   4.79
  61 161 Pm  1.388  11.67   2.68  15.79   4.75
  61 162 Pm  1.373  11.73   2.71  15.71   4.77
  61 163 Pm  1.373  11.70   2.71  15.68   4.76
  61 164 Pm  1.373  11.68   2.70  15.64   4.76
  61 165 Pm  1.373  11.65   2.69  15.61   4.75
  61 166 Pm  1.384  11.56   2.68  15.60   4.78
  61 167 Pm  1.384  11.54   2.68  15.57   4.80
  61 168 Pm  1.361  11.64   2.75  15.47   4.92
  61 169 Pm  1.361  11.61   2.76  15.43   5.00
  61 170 Pm  1.361  11.58   2.78  15.40   5.08
  61 171 Pm  1.286  12.01   2.96  15.14   5.15
  61 172 Pm  1.265  12.11   3.02  15.04   5.22
  61 173 Pm  1.265  12.09   3.06  15.00   5.35
  61 174 Pm  1.222  12.33   3.21  14.83   5.51
  61 175 Pm  1.215  12.35   3.31  14.77   5.72
  61 176 Pm  1.215  12.32   3.30  14.74   5.72
  61 177 Pm  1.198  12.41   3.22  14.65   5.30
  61 178 Pm  1.177  12.52   3.14  14.54   4.94
  61 179 Pm  1.210  12.27   3.07  14.62   4.93
  61 180 Pm  1.195  12.34   3.04  14.53   4.73
  61 181 Pm  1.160  12.55   3.07  14.38   4.55
  61 182 Pm  1.153  12.57   3.02  14.32   4.38
  61 183 Pm  1.000  13.71   4.48  13.71   4.48
  61 184 Pm  1.002  13.67   4.22  13.67   4.22
  61 185 Pm  1.000  13.64   4.07  13.64   4.07
  61 186 Pm  1.031  13.61   3.88  13.61   3.88
  61 187 Pm  1.000  13.57   3.75  13.57   3.75
  61 188 Pm  1.000  13.54   3.84  13.54   3.84
  62 129 Sm  1.400  12.31   2.94  16.79   5.55
  62 130 Sm  1.400  12.29   2.94  16.76   5.54
  62 131 Sm  1.400  12.27   2.94  16.74   5.58
  62 132 Sm  1.400  12.25   2.95  16.72   5.60
  62 133 Sm  1.400  12.24   2.96  16.69   5.65
  62 134 Sm  1.400  12.22   2.96  16.67   5.69
  62 135 Sm  1.400  12.20   2.99  16.64   5.81
  62 136 Sm  1.400  12.18   3.03  16.61   5.96
  62 137 Sm  1.249  13.14   3.60  16.12   6.56
  62 138 Sm  1.241  13.17   3.75  16.06   6.90
  62 139 Sm  1.195  13.48   3.88  15.87   6.78
  62 140 Sm  1.161  13.71   3.79  15.72   6.18
  62 141 Sm  1.066  15.03   5.63  15.03   5.63
  62 142 Sm  1.000  15.00   5.26  15.00   5.26
  62 143 Sm  1.000  14.98   4.84  14.98   4.84
  62 144 Sm  1.008  14.95   4.50  14.95   4.50
  62 145 Sm  1.048  14.92   4.75  14.92   4.75
  62 146 Sm  1.117  14.89   5.00  14.89   5.00
  62 147 Sm  1.166  13.50   3.57  15.54   5.61
  62 148 Sm  1.223  13.06   3.60  15.72   6.25
  62 149 Sm  1.230  12.99   3.58  15.71   6.27
  62 150 Sm  1.272  12.68   3.27  15.82   5.70
  62 151 Sm  1.296  12.49   3.13  15.86   5.46
  62 152 Sm  1.352  12.11   2.95  16.00   5.27
  62 153 Sm  1.352  12.09   2.92  15.97   5.18
  62 154 Sm  1.362  12.01   2.86  15.97   5.08
  62 155 Sm  1.385  11.84   2.79  16.00   4.97
  62 156 Sm  1.372  11.90   2.80  15.93   4.95
  62 157 Sm  1.396  11.73   2.73  15.96   4.89
  62 158 Sm  1.372  11.85   2.77  15.87   4.88
  62 159 Sm  1.372  11.82   2.76  15.83   4.87
  62 160 Sm  1.363  11.86   2.76  15.78   4.85
  62 161 Sm  1.363  11.83   2.75  15.74   4.82
  62 162 Sm  1.363  11.80   2.73  15.71   4.77
  62 163 Sm  1.373  11.72   2.71  15.70   4.76
  62 164 Sm  1.347  11.85   2.76  15.59   4.79
  62 165 Sm  1.361  11.73   2.71  15.60   4.74
  62 166 Sm  1.361  11.71   2.70  15.57   4.72
  62 167 Sm  1.384  11.55   2.67  15.59   4.77
  62 168 Sm  1.361  11.66   2.72  15.50   4.83
  62 169 Sm  1.333  11.80   2.82  15.38   4.99
  62 170 Sm  1.333  11.77   2.84  15.35   5.06
  62 171 Sm  1.295  11.98   2.91  15.20   5.05
  62 172 Sm  1.295  11.95   2.92  15.16   5.09
  62 173 Sm  1.265  12.11   3.00  15.04   5.16
  62 174 Sm  1.246  12.20   3.06  14.94   5.21
  62 175 Sm  1.246  12.17   3.13  14.91   5.45
  62 176 Sm  1.215  12.35   3.30  14.77   5.69
  62 177 Sm  1.215  12.32   3.30  14.74   5.72
  62 178 Sm  1.198  12.41   3.23  14.65   5.34
  62 179 Sm  1.177  12.52   3.16  14.54   4.99
  62 180 Sm  1.235  12.11   3.00  14.70   4.91
  62 181 Sm  1.198  12.32   3.02  14.55   4.70
  62 182 Sm  1.160  12.55   3.06  14.38   4.54
  62 183 Sm  1.160  12.53   3.00  14.35   4.38
  62 184 Sm  1.000  13.71   4.47  13.71   4.47
  62 185 Sm  1.000  13.68   4.26  13.68   4.26
  62 186 Sm  1.000  13.65   4.06  13.65   4.06
  62 187 Sm  1.031  13.61   3.88  13.61   3.88
  62 188 Sm  1.000  13.58   3.75  13.58   3.75
  62 189 Sm  1.000  13.55   3.85  13.55   3.85
  63 134 Eu  1.400  12.20   2.95  16.65   5.62
  63 135 Eu  1.400  12.18   2.95  16.62   5.65
  63 136 Eu  1.400  12.17   2.98  16.60   5.77
  63 137 Eu  1.400  12.15   3.01  16.57   5.91
  63 138 Eu  1.372  12.30   3.18  16.46   6.31
  63 139 Eu  1.319  12.61   3.51  16.28   6.97
  63 140 Eu  1.206  13.37   3.81  15.88   6.74
  63 141 Eu  1.177  13.56   3.72  15.75   6.20
  63 142 Eu  1.102  14.99   5.53  14.99   5.53
  63 143 Eu  1.041  14.97   5.16  14.97   5.16
  63 144 Eu  1.056  14.94   4.75  14.94   4.75
  63 145 Eu  1.002  14.92   4.46  14.92   4.46
  63 146 Eu  1.048  14.89   4.74  14.89   4.74
  63 147 Eu  1.140  13.70   3.51  15.45   5.27
  63 148 Eu  1.172  13.43   3.57  15.54   5.68
  63 149 Eu  1.230  12.99   3.56  15.71   6.22
  63 150 Eu  1.263  12.74   3.46  15.79   6.19
  63 151 Eu  1.280  12.60   3.23  15.82   5.67
  63 152 Eu  1.305  12.42   3.11  15.87   5.47
  63 153 Eu  1.329  12.24   3.01  15.91   5.31
  63 154 Eu  1.362  12.01   2.90  15.98   5.21
  63 155 Eu  1.362  11.99   2.86  15.94   5.09
  63 156 Eu  1.385  11.83   2.79  15.98   4.99
  63 157 Eu  1.372  11.88   2.80  15.91   4.97
  63 158 Eu  1.396  11.72   2.74  15.95   4.91
  63 159 Eu  1.372  11.83   2.77  15.85   4.90
  63 160 Eu  1.388  11.72   2.72  15.86   4.88
  63 161 Eu  1.363  11.84   2.76  15.76   4.86
  63 162 Eu  1.388  11.67   2.70  15.80   4.81
  63 163 Eu  1.373  11.73   2.71  15.72   4.77
  63 164 Eu  1.373  11.71   2.71  15.69   4.77
  63 165 Eu  1.347  11.84   2.76  15.58   4.78
  63 166 Eu  1.361  11.73   2.71  15.59   4.74
  63 167 Eu  1.361  11.70   2.70  15.55   4.72
  63 168 Eu  1.361  11.67   2.71  15.52   4.78
  63 169 Eu  1.361  11.65   2.72  15.49   4.83
  63 170 Eu  1.343  11.73   2.78  15.40   4.93
  63 171 Eu  1.333  11.77   2.83  15.34   5.03
  63 172 Eu  1.303  11.92   2.87  15.22   4.99
  63 173 Eu  1.295  11.95   2.91  15.16   5.06
  63 174 Eu  1.277  12.03   2.94  15.07   5.07
  63 175 Eu  1.265  12.08   3.02  15.00   5.22
  63 176 Eu  1.246  12.17   3.10  14.90   5.36
  63 177 Eu  1.246  12.14   3.21  14.87   5.71
  63 178 Eu  1.215  12.32   3.29  14.73   5.68
  63 179 Eu  1.208  12.34   3.18  14.68   5.29
  63 180 Eu  1.177  12.52   3.16  14.54   5.01
  63 181 Eu  1.239  12.09   3.00  14.71   4.91
  63 182 Eu  1.235  12.08   2.92  14.67   4.68
  63 183 Eu  1.195  12.32   2.95  14.51   4.48
  63 184 Eu  1.160  12.53   2.99  14.35   4.36
  63 185 Eu  1.091  13.71   4.29  13.71   4.29
  63 186 Eu  1.095  13.68   4.13  13.68   4.13
  63 187 Eu  1.000  13.65   4.05  13.65   4.05
  63 188 Eu  1.031  13.62   3.88  13.62   3.88
  63 189 Eu  1.000  13.59   3.75  13.59   3.75
  63 190 Eu  1.000  13.55   3.84  13.55   3.84
  63 191 Eu  1.011  13.52   3.93  13.52   3.93
  63 192 Eu  1.093  13.48   3.98  13.48   3.98
  63 193 Eu  1.093  13.45   4.06  13.45   4.06
  63 194 Eu  1.098  13.42   4.18  13.42   4.18
  63 195 Eu  1.098  13.39   4.30  13.39   4.30
  63 196 Eu  1.134  12.35   3.03  13.86   4.36
  64 132 Gd  1.382  12.32   2.93  16.61   5.43
  64 133 Gd  1.382  12.31   2.93  16.59   5.45
  64 134 Gd  1.382  12.29   2.93  16.57   5.45
  64 135 Gd  1.382  12.27   2.95  16.55   5.52
  64 136 Gd  1.382  12.26   2.96  16.52   5.58
  64 137 Gd  1.382  12.24   2.99  16.50   5.70
  64 138 Gd  1.372  12.29   3.06  16.45   5.84
  64 139 Gd  1.343  12.45   3.22  16.34   6.22
  64 140 Gd  1.249  13.05   3.64  16.01   6.73
  64 141 Gd  1.213  13.28   3.74  15.86   6.62
  64 142 Gd  1.227  13.16   3.58  15.89   6.24
  64 143 Gd  1.188  13.42   3.51  15.72   5.66
  64 144 Gd  1.000  14.94   5.13  14.94   5.13
  64 145 Gd  1.000  14.91   4.73  14.91   4.73
  64 146 Gd  1.008  14.89   4.41  14.89   4.41
  64 147 Gd  1.048  14.86   4.70  14.86   4.70
  64 148 Gd  1.134  13.71   3.55  15.39   5.31
  64 149 Gd  1.166  13.45   3.60  15.48   5.72
  64 150 Gd  1.230  12.96   3.54  15.68   6.15
  64 151 Gd  1.230  12.94   3.54  15.65   6.17
  64 152 Gd  1.280  12.58   3.21  15.79   5.61
  64 153 Gd  1.305  12.40   3.10  15.84   5.44
  64 154 Gd  1.318  12.29   3.03  15.85   5.35
  64 155 Gd  1.338  12.14   2.95  15.88   5.23
  64 156 Gd  1.362  11.97   2.86  15.92   5.09
  64 157 Gd  1.372  11.89   2.82  15.92   5.04
  64 158 Gd  1.372  11.87   2.80  15.89   4.97
  64 159 Gd  1.372  11.84   2.79  15.86   4.94
  64 160 Gd  1.363  11.88   2.79  15.80   4.93
  64 161 Gd  1.363  11.85   2.77  15.77   4.90
  64 162 Gd  1.363  11.83   2.76  15.74   4.85
  64 163 Gd  1.373  11.74   2.72  15.74   4.81
  64 164 Gd  1.347  11.88   2.75  15.63   4.76
  64 165 Gd  1.347  11.85   2.75  15.60   4.77
  64 166 Gd  1.347  11.83   2.75  15.57   4.76
  64 167 Gd  1.361  11.72   2.70  15.57   4.72
  64 168 Gd  1.333  11.86   2.74  15.46   4.68
  64 169 Gd  1.361  11.67   2.70  15.51   4.76
  64 170 Gd  1.333  11.81   2.78  15.40   4.84
  64 171 Gd  1.343  11.73   2.76  15.39   4.89
  64 172 Gd  1.303  11.94   2.84  15.24   4.89
  64 173 Gd  1.286  12.02   2.87  15.15   4.88
  64 174 Gd  1.277  12.05   2.90  15.10   4.93
  64 175 Gd  1.254  12.17   2.96  14.99   4.94
  64 176 Gd  1.254  12.14   2.98  14.96   5.03
  64 177 Gd  1.230  12.27   3.08  14.84   5.19
  64 178 Gd  1.222  12.30   3.22  14.79   5.56
  64 179 Gd  1.222  12.27   3.23  14.76   5.59
  64 180 Gd  1.208  12.34   3.16  14.68   5.24
  64 181 Gd  1.235  12.13   3.10  14.74   5.19
  64 182 Gd  1.235  12.11   2.99  14.70   4.89
  64 183 Gd  1.206  12.27   2.98  14.58   4.66
  64 184 Gd  1.198  12.30   2.93  14.52   4.45
  64 185 Gd  1.160  12.53   2.98  14.35   4.33
  64 186 Gd  1.095  13.72   4.29  13.72   4.29
  64 187 Gd  1.146  12.57   2.91  14.24   4.05
  64 188 Gd  1.012  13.65   4.02  13.65   4.02
  64 189 Gd  1.031  13.62   3.87  13.62   3.87
  64 190 Gd  1.000  13.59   3.74  13.59   3.74
  64 191 Gd  1.000  13.56   3.83  13.56   3.83
  64 192 Gd  1.011  13.53   3.92  13.53   3.92
  64 193 Gd  1.085  13.49   3.98  13.49   3.98
  64 194 Gd  1.093  13.46   4.07  13.46   4.07
  64 195 Gd  1.098  13.43   4.20  13.43   4.20
  64 196 Gd  1.117  13.40   4.32  13.40   4.32
  64 197 Gd  1.153  12.22   3.00  13.93   4.38
  65 140 Tb  1.353  12.35   3.16  16.32   6.12
  65 141 Tb  1.343  12.40   3.34  16.27   6.70
  65 142 Tb  1.241  13.05   3.64  15.92   6.61
  65 143 Tb  1.227  13.13   3.57  15.85   6.21
  65 144 Tb  1.217  13.18   3.40  15.79   5.61
  65 145 Tb  1.071  14.90   5.13  14.90   5.13
  65 146 Tb  1.000  14.88   4.82  14.88   4.82
  65 147 Tb  1.041  14.86   4.47  14.86   4.47
