#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  50 103 Sn   0.54818   0.03931   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38 104 Sr   0.53696   0.03617   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  39 104 Y    0.53696   0.03617   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 104 Zr   0.53696   0.03617   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  41 104 Nb   0.53696   0.03617   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  42 104 Mo   0.53696   0.03617   0.14778   0.08586  70  16   7   8  1.62402  1.21482  1.035E-01   F   0             2.636
  43 104 Tc   0.53696   0.03617  -0.81322   0.07795  20  11   7   1  0.44260  0.00000  8.437E-02   F   0             0.000
  44 104 Ru   0.53696   0.03617   0.56346   0.10276  70  34   7  10  2.61897  1.55640  3.307E-02 *     0             3.034
  45 104 Rh   0.53696   0.03617  -1.36725   0.13505 181 100  14   9  1.10000  0.21306  2.602E-02 *     0             2.980
  46 104 Pd   0.53696   0.03617   0.64105   0.10981 150  42   7   8  2.64260  1.82065  1.143E-02 *     0             2.378
  47 104 Ag   0.53696   0.03617  -1.03876   0.10385  79  43   7   3  0.96136  0.09056  2.360E-01   F   0             3.256
  48 104 Cd   0.53696   0.03617   1.30000   0.08667 106  16   7   3  2.77360  1.49210  2.967E-02       0             3.189
  49 104 In   0.53696   0.03617  -0.77210   0.07221  49   8   7   1  0.39606  0.00000  1.937E-01   F   0             0.000
  50 104 Sn   0.53696   0.03617   4.14428   0.07254  20   8   7   3  5.83890  1.94270  5.992E-01   F   0             0.000
  51 104 Sb   0.53696   0.03617   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  38 105 Sr   0.52777   0.03365   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  39 105 Y    0.52777   0.03365   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 105 Zr   0.52777   0.03365   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 105 Nb   0.52777   0.03365   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  42 105 Mo   0.52777   0.03365  -0.75786   0.07917  31  16   7   1  0.66230  0.00000  1.241E-01   F   0             2.924
  43 105 Tc   0.52777   0.03365  -0.93695   0.09482  40  20  14   1  0.61028  0.00000  7.104E-02   F   0             2.507
  44 105 Ru   0.52777   0.03365  -0.92438   0.09065  61  33   7   1  0.91400  0.00000  1.381E-01   F   0             2.186
  45 105 Rh   0.52777   0.03365  -0.67543   0.10451 129  47   9   6  1.46200  0.46940  2.516E-02 *     0             2.785
  46 105 Pd   0.52777   0.03365  -0.71852   0.11246 106  42  18   5  1.27144  0.34451  1.135E-02 *     0             2.417
  47 105 Ag   0.52777   0.03365  -0.26958   0.08642 148  23   7   5  1.44155  0.43322  1.980E-02 *     0             2.549
  48 105 Cd   0.52777   0.03365  -0.36236   0.07336  66  11   7   2  0.83237  0.13111  1.508E-01   F   0             2.752
  49 105 In   0.52777   0.03365   0.50419   0.09313 100  18  14   1  1.98800  0.00000  3.942E-02       0             4.019
  50 105 Sn   0.52777   0.03365   1.03823   0.06968  31   9   7   1  2.20350  0.00000  4.349E-02       0             0.000
  51 105 Sb   0.52777   0.03365   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  52 105 Te   0.52777   0.03365   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  39 106 Y    0.52036   0.03202   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 106 Zr   0.52036   0.03202   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 106 Nb   0.52036   0.03202   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 106 Mo   0.52036   0.03202   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  43 106 Tc   0.52036   0.03202   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  44 106 Ru   0.52036   0.03202   0.29620   0.06436  31   8   7   2  1.39221  0.27007  3.156E-02       0             0.000
  45 106 Rh   0.52036   0.03202   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  46 106 Pd   0.52036   0.03202   0.72924   0.08908 133  30   7   8  2.50031  1.70639  1.639E-02 *     0             2.304
  47 106 Ag   0.52036   0.03202  -1.08182   0.11608 117  80  14   2  1.17600  0.08966  1.969E-02 *     0             3.264
  48 106 Cd   0.52036   0.03202   1.03078   0.08676  95  26   7   7  2.72056  2.14406  7.776E-02   F   0             2.660
  49 106 In   0.52036   0.03202  -0.76695   0.06423  23   8   7   1  0.30620  0.00000  4.185E-02       0             0.000
  50 106 Sn   0.52036   0.03202   3.75205   0.06424  23   8   7   6  5.28800  4.12800  5.131E-01   F   0             0.000
  51 106 Sb   0.52036   0.03202   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  52 106 Te   0.52036   0.03202   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  39 107 Y    0.51452   0.03143   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 107 Zr   0.51452   0.03143   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 107 Nb   0.51452   0.03143   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 107 Mo   0.51452   0.03143  -0.56995   0.06659  22  10   7   1  0.58210  0.00000  6.781E-02   F   0             3.701
  43 107 Tc   0.51452   0.03143  -0.10364   0.08591  21  17  14   1  1.39220  0.00000  1.369E-01   F   0             3.850
  44 107 Ru   0.51452   0.03143  -0.83054   0.07870  38  22   7   1  0.74141  0.00000  1.343E-01   F   0             0.000
  45 107 Rh   0.51452   0.03143  -0.64614   0.08955  58  27  11   3  1.07800  0.26836  2.546E-02 *     0             2.395
  46 107 Pd   0.51452   0.03143  -0.63230   0.09190 104  47   7   5  1.59000  0.31220  3.498E-02 *     0             2.711
  47 107 Ag   0.51452   0.03143  -0.20765   0.07782 142  19   7   2  1.32580  0.09313  1.449E-02 *     0             2.731
  48 107 Cd   0.51452   0.03143  -0.34659   0.07594 135  17   7   6  1.05950  0.50549  1.089E-01   F   0             2.572
  49 107 In   0.51452   0.03143   0.42192   0.09038  63  22  14   3  2.00400  1.00125  2.427E-02       0             3.293
  50 107 Sn   0.51452   0.03143   0.69604   0.06319  26   8   7   1  1.79880  0.00000  6.608E-02   F   0             0.000
  51 107 Sb   0.51452   0.03143   2.36555   0.08505  21  16  14   1  3.83600  0.00000  5.563E-02   F   0             6.290
  52 107 Te   0.51452   0.03143   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  39 108 Y    0.51006   0.03190   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 108 Zr   0.51006   0.03190   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 108 Nb   0.51006   0.03190   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 108 Mo   0.51006   0.03190   0.00000   1.00000  17   1   1   8  0.00000  1.23219                  0             0.000
  43 108 Tc   0.51006   0.03190   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  44 108 Ru   0.51006   0.03190   0.13653   0.06789  35  10   7   3  1.24919  0.66520  8.872E-02   F   0             2.564
  45 108 Rh   0.51006   0.03190   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  46 108 Pd   0.51006   0.03190   0.57155   0.07870  56  19   7   6  2.28121  1.31422  5.970E-02 * F   0             2.245
  47 108 Ag   0.51006   0.03190  -1.18060   0.11350 168  75  14   3  1.01321  0.10944  2.460E-02 *     0             2.951
  48 108 Cd   0.51006   0.03190   1.13062   0.09002 167  31   7  11  2.87602  2.36577  7.580E-03 *     0             2.548
  49 108 In   0.51006   0.03190  -0.77017   0.06598 105   9   7   2  0.30251  0.02975  1.687E-01   F   0             0.000
  50 108 Sn   0.51006   0.03190   1.60061   0.07109 103  12   7   3  2.85504  2.11111  2.900E-02       0             2.826
  51 108 Sb   0.51006   0.03190   0.28040   0.07240  60  13   7   1  1.57120  0.00000  4.839E-02       0             4.855
  52 108 Te   0.51006   0.03190   2.43249   0.06759  23  10   7   4  3.88620  2.04790  3.408E-01   F   0             4.987
  53 108 I    0.51006   0.03190   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 109 Zr   0.50683   0.03321   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 109 Nb   0.50683   0.03321   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 109 Mo   0.50683   0.03321   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  43 109 Tc   0.50683   0.03321   0.89628   0.08872  21  15  14   1  2.37597  0.00000  1.891E-01   F   0             5.611
  44 109 Ru   0.50683   0.03321  -0.89875   0.07532  34  14   7   1  0.40780  0.00000  2.352E-01   F   0             2.423
  45 109 Rh   0.50683   0.03321  -0.62725   0.10063  80  30  14   2  1.09629  0.20629  4.939E-02       0             2.776
  46 109 Pd   0.50683   0.03321  -0.95999   0.10170 135  33  14   3  0.84610  0.18899  1.129E-02 *     0             2.442
  47 109 Ag   0.50683   0.03321  -0.47371   0.08373  86  20   7   5  0.93080  0.41521  5.039E-02 * F   0             2.599
  48 109 Cd   0.50683   0.03321  -0.36668   0.08455 150  22   7   4  1.21912  0.34750  8.940E-03 *     0             2.799
  49 109 In   0.50683   0.03321   0.35976   0.08986  96  16  14   2  1.75920  0.65010  2.063E-02       0             2.815
  50 109 Sn   0.50683   0.03321   0.00397   0.07516 108  13   7   1  1.26934  0.00000  5.973E-02   F   0             2.500
  51 109 Sb   0.50683   0.03321   0.67780   0.09089  60  17  14   1  2.10600  0.00000  1.045E-02       0             2.922
  52 109 Te   0.50683   0.03321  -0.11017   0.06646  49   8   7   1  1.08990  0.00000  3.610E-01   F   0             0.000
  53 109 I    0.50683   0.03321   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 109 Xe   0.50683   0.03321   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  40 110 Zr   0.50470   0.03505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 110 Nb   0.50470   0.03505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 110 Mo   0.50470   0.03505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 110 Tc   0.50470   0.03505   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  44 110 Ru   0.50470   0.03505   0.28907   0.07253  25   9   7   2  1.39640  0.24071  5.949E-02   F   0             0.000
  45 110 Rh   0.50470   0.03505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 110 Pd   0.50470   0.03505   0.19756   0.07055 183   8   7   6  1.21442  1.17066  8.295E-02   F   0             0.000
  47 110 Ag   0.50470   0.03505  -1.19879   0.12445  77  60  19   5  0.86400  0.19120  1.821E-02 *     0             1.980
  48 110 Cd   0.50470   0.03505   0.83498   0.10385 286  38   7   7  2.66240  1.78348  9.480E-03 *     0             2.211
  49 110 In   0.50470   0.03505  -0.64622   0.09383  85  30   7   2  1.06273  0.06210  9.339E-02   F   0             3.855
  50 110 Sn   0.50470   0.03505   1.45912   0.09098  56  22   7   2  2.99700  1.21188  2.883E-02       0             2.765
  51 110 Sb   0.50470   0.03505   0.15148   0.07446  50  10   7   1  1.30000  0.00000  6.270E-02   F   0             4.422
  52 110 Te   0.50470   0.03505   1.19460   0.07053  51   8   7   3  2.22761  1.40303  3.083E-02       0             0.000
  53 110 I    0.50470   0.03505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 110 Xe   0.50470   0.03505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 111 Nb   0.50355   0.03707   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 111 Mo   0.50355   0.03707   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 111 Tc   0.50355   0.03707   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 111 Ru   0.50355   0.03707  -0.76499   0.08030  51  11   7   1  0.39246  0.00000  1.698E-01   F   0             2.718
  45 111 Rh   0.50355   0.03707  -0.71826   0.10358  55  19  14   1  0.73270  0.00000  7.549E-02   F   0             2.784
  46 111 Pd   0.50355   0.03707  -0.77345   0.09190  47  21   7   5  0.74000  0.19510  1.162E-01   F   0             2.593
  47 111 Ag   0.50355   0.03707  -0.58905   0.11576 124  45  10  13  1.30150  0.68305  9.080E-03 *     0             2.648
  48 111 Cd   0.50355   0.03707  -0.50769   0.12093 115  42  15   6  1.34619  0.62018  8.070E-03 *     0             2.514
  49 111 In   0.50355   0.03707   0.28872   0.10717 194  36   7   7  2.11225  1.21751  1.573E-02 *     0             2.879
  50 111 Sn   0.50355   0.03707   0.05835   0.08390 123  13   7   8  1.34780  1.10700  1.946E-02       0             2.527
  51 111 Sb   0.50355   0.03707   1.46773   0.10031  79  16  14   1  2.85400  0.00000  1.377E-02       0             4.857
  52 111 Te   0.50355   0.03707   0.24035   0.07772  49  10   7   1  1.75740  0.00000  5.475E-01   F   0             4.093
  53 111 I    0.50355   0.03707   2.33952   0.09908  39  15  14   1  3.77830  0.00000  1.072E-01   F   0             6.381
  54 111 Xe   0.50355   0.03707   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41 112 Nb   0.50327   0.03890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42 112 Mo   0.50327   0.03890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 112 Tc   0.50327   0.03890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 112 Ru   0.50327   0.03890   0.08408   0.08256  21  10   7   2  1.23550  0.23666  6.667E-02   F   0             3.142
  45 112 Rh   0.50327   0.03890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 112 Pd   0.50327   0.03890   0.00000   1.00000  19   1   1   2  0.00000  0.34879                  0             0.000
  47 112 Ag   0.50327   0.03890   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  48 112 Cd   0.50327   0.03890   0.76073   0.15097 237 123   7  14  3.17700  2.15619  6.410E-03 *     0             2.898
  49 112 In   0.50327   0.03890  -0.73117   0.12585  66  35  18   2  1.06292  0.15659  8.310E-03 *     0             3.551
  50 112 Sn   0.50327   0.03890   1.46435   0.09979 111  21   7   6  2.98900  2.35453  3.817E-02       0             2.465
  51 112 Sb   0.50327   0.03890  -0.70872   0.08588  35  12   7   3  0.51000  0.14000  1.443E-01   F   0             2.685
  52 112 Te   0.50327   0.03890   2.43497   0.07828  47   8   7   4  3.45380  2.29740  4.185E-02       0             0.000
  53 112 I    0.50327   0.03890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 112 Xe   0.50327   0.03890   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
